,,,,,当年,当日,当月
电销渠道,长险趸交,同比增速,安徽省分公司,非大个险,0,0,0
电销渠道,长险趸交,同比增速,山东省分公司,非大个险,0,0,0
电销渠道,长险趸交,同比增速,山西省分公司,非大个险,0,0,0
电销渠道,长险趸交,同比增速,江苏省分公司,非大个险,-1,0,0
电销渠道,长险趸交,同比增速,江西省分公司,非大个险,0,0,0
电销渠道,长险趸交,同比增速,河北省分公司,非大个险,0,0,0
电销渠道,长险趸交,同比增速,河南省分公司,非大个险,0,0,0
电销渠道,长险趸交,同比增速,浙江省分公司,非大个险,1.119917973,0.365309526,0.365309526
电销渠道,长险趸交,同比增速,湖北省分公司,非大个险,0,0,0
电销渠道,长险趸交,同比增速,湖南省分公司,非大个险,-0.903540079,0,0
电销渠道,长险趸交,同比增速,福建省分公司,非大个险,0,0,0
电销渠道,长险趸交,同比增速,辽宁省分公司,非大个险,0,0,0
电销渠道,长险趸交,同比增速,黑龙江分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,上海市分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,内蒙古分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,北京市分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,吉林省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,天津市分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,安徽省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,山东省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,山西省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,江苏省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,江西省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,河北省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,河南省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,浙江省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,湖北省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,湖南省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,福建省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,辽宁省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,保费合计,黑龙江分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,上海市分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,内蒙古分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,北京市分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,吉林省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,天津市分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,安徽省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,山东省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,山西省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,江苏省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,江西省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,河北省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,河南省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,浙江省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,湖北省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,湖南省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,福建省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,辽宁省分公司,非大个险,0,0,0
电销渠道,中短存续期产品,同比增速,黑龙江分公司,非大个险,0,0,0
电销渠道,短期险,保费合计,上海市分公司,非大个险,0,0,0
电销渠道,短期险,保费合计,内蒙古分公司,非大个险,0,0,0
电销渠道,短期险,保费合计,北京市分公司,非大个险,131.890186,2.4172,2.4172
电销渠道,短期险,保费合计,吉林省分公司,非大个险,0,0,0
电销渠道,短期险,保费合计,天津市分公司,非大个险,0,0,0
电销渠道,短期险,保费合计,安徽省分公司,非大个险,0,0,0
电销渠道,短期险,保费合计,山东省分公司,非大个险,0,0,0
电销渠道,短期险,保费合计,山西省分公司,非大个险,0,0,0
电销渠道,短期险,保费合计,江苏省分公司,非大个险,0,0,0
电销渠道,短期险,保费合计,江西省分公司,非大个险,0,0,0
电销渠道,短期险,保费合计,河北省分公司,非大个险,112.8517,0.642,0.642
电销渠道,短期险,保费合计,河南省分公司,非大个险,6.617829,0.2538,0.2538
电销渠道,短期险,保费合计,浙江省分公司,非大个险,44.0417,0.6016,0.6016
电销渠道,短期险,保费合计,湖北省分公司,非大个险,0,0,0
电销渠道,短期险,保费合计,湖南省分公司,非大个险,0.2086,0,0
电销渠道,短期险,保费合计,福建省分公司,非大个险,0,0,0
电销渠道,短期险,保费合计,辽宁省分公司,非大个险,0,0,0
电销渠道,短期险,保费合计,黑龙江分公司,非大个险,0,0,0
电销渠道,短期险,同比增速,上海市分公司,非大个险,-1,0,0
电销渠道,短期险,同比增速,内蒙古分公司,非大个险,-1,0,0
电销渠道,短期险,同比增速,北京市分公司,非大个险,-0.429848235,0.67303433,0.67303433
电销渠道,短期险,同比增速,吉林省分公司,非大个险,-1,0,0
电销渠道,短期险,同比增速,天津市分公司,非大个险,-1,0,0
电销渠道,短期险,同比增速,安徽省分公司,非大个险,-1,0,0
电销渠道,短期险,同比增速,山东省分公司,非大个险,-1,-1,-1
电销渠道,短期险,同比增速,山西省分公司,非大个险,-1,0,0
电销渠道,短期险,同比增速,江苏省分公司,非大个险,-1,-1,-1
电销渠道,短期险,同比增速,江西省分公司,非大个险,-1,0,0
电销渠道,短期险,同比增速,河北省分公司,非大个险,-0.77666794,-0.876276739,-0.876276739
电销渠道,短期险,同比增速,河南省分公司,非大个险,0.113333855,1.426386233,1.426386233
电销渠道,短期险,同比增速,浙江省分公司,非大个险,-0.412785179,-0.236063492,-0.236063492
电销渠道,短期险,同比增速,湖北省分公司,非大个险,-1,0,0
电销渠道,短期险,同比增速,湖南省分公司,非大个险,-0.83094254,-1,-1
电销渠道,短期险,同比增速,福建省分公司,非大个险,-1,0,0
电销渠道,短期险,同比增速,辽宁省分公司,非大个险,-1,0,0
电销渠道,短期险,同比增速,黑龙江分公司,非大个险,-1,0,0
综拓渠道,其他长险趸交,保费合计,上海市分公司,大个险,468.272402,1.461332,1.461332
综拓渠道,其他长险趸交,保费合计,内蒙古分公司,大个险,0,0,0
综拓渠道,其他长险趸交,保费合计,北京市分公司,大个险,0,0,0
综拓渠道,其他长险趸交,保费合计,吉林省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,保费合计,天津市分公司,大个险,0,0,0
综拓渠道,其他长险趸交,保费合计,安徽省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,保费合计,山东省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,保费合计,山西省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,保费合计,江苏省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,保费合计,江西省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,保费合计,河北省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,保费合计,河南省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,保费合计,浙江省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,保费合计,湖北省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,保费合计,湖南省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,保费合计,福建省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,保费合计,辽宁省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,保费合计,黑龙江分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,上海市分公司,大个险,183.4885006,4.468238288,4.468238288
综拓渠道,其他长险趸交,同比增速,内蒙古分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,北京市分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,吉林省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,天津市分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,安徽省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,山东省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,山西省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,江苏省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,江西省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,河北省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,河南省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,浙江省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,湖北省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,湖南省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,福建省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,辽宁省分公司,大个险,0,0,0
综拓渠道,其他长险趸交,同比增速,黑龙江分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,上海市分公司,大个险,468.272402,1.461332,1.461332
综拓渠道,长险趸交,保费合计,内蒙古分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,北京市分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,吉林省分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,天津市分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,安徽省分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,山东省分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,山西省分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,江苏省分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,江西省分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,河北省分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,河南省分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,浙江省分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,湖北省分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,湖南省分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,福建省分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,辽宁省分公司,大个险,0,0,0
综拓渠道,长险趸交,保费合计,黑龙江分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,上海市分公司,大个险,183.4885006,4.468238288,4.468238288
综拓渠道,长险趸交,同比增速,内蒙古分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,北京市分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,吉林省分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,天津市分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,安徽省分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,山东省分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,山西省分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,江苏省分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,江西省分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,河北省分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,河南省分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,浙江省分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,湖北省分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,湖南省分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,福建省分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,辽宁省分公司,大个险,0,0,0
综拓渠道,长险趸交,同比增速,黑龙江分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,上海市分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,内蒙古分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,北京市分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,吉林省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,天津市分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,安徽省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,山东省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,山西省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,江苏省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,江西省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,河北省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,河南省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,浙江省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,湖北省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,湖南省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,福建省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,辽宁省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,保费合计,黑龙江分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,上海市分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,内蒙古分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,北京市分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,吉林省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,天津市分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,安徽省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,山东省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,山西省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,江苏省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,江西省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,河北省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,河南省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,浙江省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,湖北省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,湖南省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,福建省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,辽宁省分公司,大个险,0,0,0
综拓渠道,中短存续期产品,同比增速,黑龙江分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,上海市分公司,大个险,35.863833,2.762723,2.762723
综拓渠道,短期险,保费合计,内蒙古分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,北京市分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,吉林省分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,天津市分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,安徽省分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,山东省分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,山西省分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,江苏省分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,江西省分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,河北省分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,河南省分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,浙江省分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,湖北省分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,湖南省分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,福建省分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,辽宁省分公司,大个险,0,0,0
综拓渠道,短期险,保费合计,黑龙江分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,上海市分公司,大个险,1.908423877,17.3204443,17.3204443
综拓渠道,短期险,同比增速,内蒙古分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,北京市分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,吉林省分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,天津市分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,安徽省分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,山东省分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,山西省分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,江苏省分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,江西省分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,河北省分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,河南省分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,浙江省分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,湖北省分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,湖南省分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,福建省分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,辽宁省分公司,大个险,0,0,0
综拓渠道,短期险,同比增速,黑龙江分公司,大个险,0,0,0
银邮渠道,其他长险趸交,保费合计,上海市分公司,非大个险,11.432893,0.115073,0.115073
银邮渠道,其他长险趸交,保费合计,内蒙古分公司,非大个险,403.57872,4.31422,4.31422
银邮渠道,其他长险趸交,保费合计,北京市分公司,非大个险,993.357836,0.797316,0.797316
银邮渠道,其他长险趸交,保费合计,吉林省分公司,非大个险,561.863675,25.4955,25.4955
银邮渠道,其他长险趸交,保费合计,天津市分公司,非大个险,417.060103,1.73435,1.73435
银邮渠道,其他长险趸交,保费合计,安徽省分公司,非大个险,151.29804,1.75982,1.75982
银邮渠道,其他长险趸交,保费合计,山东省分公司,非大个险,648.81679,11.480522,11.480522
银邮渠道,其他长险趸交,保费合计,山西省分公司,非大个险,672.879815,6.06756,6.06756
银邮渠道,其他长险趸交,保费合计,江苏省分公司,非大个险,3571.54516,5.75941,5.75941
银邮渠道,其他长险趸交,保费合计,江西省分公司,非大个险,762.049103,21.02835,21.02835
银邮渠道,其他长险趸交,保费合计,河北省分公司,非大个险,753.060789,22.92908,22.92908
银邮渠道,其他长险趸交,保费合计,河南省分公司,非大个险,784.147998,11.078985,11.078985
银邮渠道,其他长险趸交,保费合计,浙江省分公司,非大个险,1201.35304,41.83322,41.83322
银邮渠道,其他长险趸交,保费合计,湖北省分公司,非大个险,1341.160374,16.780384,16.780384
银邮渠道,其他长险趸交,保费合计,湖南省分公司,非大个险,1233.937061,34.39534,34.39534
银邮渠道,其他长险趸交,保费合计,福建省分公司,非大个险,535.97625,9.04398,9.04398
银邮渠道,其他长险趸交,保费合计,辽宁省分公司,非大个险,148.92772,3.2032,3.2032
银邮渠道,其他长险趸交,保费合计,黑龙江分公司,非大个险,550.56618,7.2786,7.2786
银邮渠道,其他长险趸交,同比增速,上海市分公司,非大个险,4.88481397,-0.885271186,-0.885271186
银邮渠道,其他长险趸交,同比增速,内蒙古分公司,非大个险,-0.08494353,0,0
银邮渠道,其他长险趸交,同比增速,北京市分公司,非大个险,-0.610666306,-0.939953684,-0.939953684
银邮渠道,其他长险趸交,同比增速,吉林省分公司,非大个险,-0.723008484,0.255242176,0.255242176
银邮渠道,其他长险趸交,同比增速,天津市分公司,非大个险,0.145326046,0.684652744,0.684652744
银邮渠道,其他长险趸交,同比增速,安徽省分公司,非大个险,-0.69082482,1.063675595,1.063675595
银邮渠道,其他长险趸交,同比增速,山东省分公司,非大个险,-0.419751277,-0.192407711,-0.192407711
银邮渠道,其他长险趸交,同比增速,山西省分公司,非大个险,-0.659057179,-0.535682282,-0.535682282
银邮渠道,其他长险趸交,同比增速,江苏省分公司,非大个险,1.325683804,-2.337848259,-2.337848259
银邮渠道,其他长险趸交,同比增速,江西省分公司,非大个险,-0.764709091,-0.71631365,-0.71631365
银邮渠道,其他长险趸交,同比增速,河北省分公司,非大个险,-0.787604979,-0.549155788,-0.549155788
银邮渠道,其他长险趸交,同比增速,河南省分公司,非大个险,-0.721888397,-0.549656175,-0.549656175
银邮渠道,其他长险趸交,同比增速,浙江省分公司,非大个险,-0.270734621,-0.339401487,-0.339401487
银邮渠道,其他长险趸交,同比增速,湖北省分公司,非大个险,-0.376868406,0.072635446,0.072635446
银邮渠道,其他长险趸交,同比增速,湖南省分公司,非大个险,-0.794629435,-0.252983097,-0.252983097
银邮渠道,其他长险趸交,同比增速,福建省分公司,非大个险,-0.731998636,-0.277166846,-0.277166846
银邮渠道,其他长险趸交,同比增速,辽宁省分公司,非大个险,-0.581483252,-0.741931326,-0.741931326
银邮渠道,其他长险趸交,同比增速,黑龙江分公司,非大个险,-0.684568612,-0.437465511,-0.437465511
银邮渠道,长险趸交,保费合计,上海市分公司,非大个险,561.602893,0.115073,0.115073
银邮渠道,长险趸交,保费合计,内蒙古分公司,非大个险,403.57872,4.31422,4.31422
银邮渠道,长险趸交,保费合计,北京市分公司,非大个险,23038.60574,0.797316,0.797316
银邮渠道,长险趸交,保费合计,吉林省分公司,非大个险,42043.08538,15.4955,15.4955
银邮渠道,长险趸交,保费合计,天津市分公司,非大个险,24176.0301,1.73435,1.73435
银邮渠道,长险趸交,保费合计,安徽省分公司,非大个险,37686.06864,-8.24018,-8.24018
银邮渠道,长险趸交,保费合计,山东省分公司,非大个险,33149.2615,11.480522,11.480522
银邮渠道,长险趸交,保费合计,山西省分公司,非大个险,28170.56232,6.06756,6.06756
银邮渠道,长险趸交,保费合计,江苏省分公司,非大个险,4127.08905,5.75941,5.75941
银邮渠道,长险趸交,保费合计,江西省分公司,非大个险,38135.6031,21.02835,21.02835
银邮渠道,长险趸交,保费合计,河北省分公司,非大个险,77358.56119,22.92908,22.92908
银邮渠道,长险趸交,保费合计,河南省分公司,非大个险,68805.1121,11.078985,11.078985
银邮渠道,长险趸交,保费合计,浙江省分公司,非大个险,67271.82704,36.05322,36.05322
银邮渠道,长险趸交,保费合计,湖北省分公司,非大个险,80314.68687,16.780384,16.780384
银邮渠道,长险趸交,保费合计,湖南省分公司,非大个险,103222.0999,34.39534,34.39534
银邮渠道,长险趸交,保费合计,福建省分公司,非大个险,14453.80575,9.04398,9.04398
银邮渠道,长险趸交,保费合计,辽宁省分公司,非大个险,13904.90672,-29.5968,-29.5968
银邮渠道,长险趸交,保费合计,黑龙江分公司,非大个险,24051.91098,7.2786,7.2786
银邮渠道,长险趸交,同比增速,上海市分公司,非大个险,-0.777207617,-0.885271186,-0.885271186
银邮渠道,长险趸交,同比增速,内蒙古分公司,非大个险,-0.954051283,0,0
银邮渠道,长险趸交,同比增速,北京市分公司,非大个险,-0.61010367,-0.939953684,-0.939953684
银邮渠道,长险趸交,同比增速,吉林省分公司,非大个险,-0.38337343,-0.237096541,-0.237096541
银邮渠道,长险趸交,同比增速,天津市分公司,非大个险,0.302393316,0.684652744,0.684652744
银邮渠道,长险趸交,同比增速,安徽省分公司,非大个险,-0.606275651,-10.66295323,-10.66295323
银邮渠道,长险趸交,同比增速,山东省分公司,非大个险,-0.735846515,-0.192407711,-0.192407711
银邮渠道,长险趸交,同比增速,山西省分公司,非大个险,-0.406088839,-0.535682282,-0.535682282
银邮渠道,长险趸交,同比增速,江苏省分公司,非大个险,-0.96862926,-2.337848259,-2.337848259
银邮渠道,长险趸交,同比增速,江西省分公司,非大个险,-0.589570133,-0.71631365,-0.71631365
银邮渠道,长险趸交,同比增速,河北省分公司,非大个险,-0.517088968,-0.549155788,-0.549155788
银邮渠道,长险趸交,同比增速,河南省分公司,非大个险,-0.648993647,-0.549656175,-0.549656175
银邮渠道,长险趸交,同比增速,浙江省分公司,非大个险,-0.223816065,-0.906802196,-0.906802196
银邮渠道,长险趸交,同比增速,湖北省分公司,非大个险,-0.257692079,0.072635446,0.072635446
银邮渠道,长险趸交,同比增速,湖南省分公司,非大个险,-0.224690612,-0.236398786,-0.236398786
银邮渠道,长险趸交,同比增速,福建省分公司,非大个险,-0.551010804,-0.277166846,-0.277166846
银邮渠道,长险趸交,同比增速,辽宁省分公司,非大个险,-0.664041441,-3.842511669,-3.842511669
银邮渠道,长险趸交,同比增速,黑龙江分公司,非大个险,-0.552267475,-0.437465511,-0.437465511
银邮渠道,中短存续期产品,保费合计,上海市分公司,非大个险,550.17,0,0
银邮渠道,中短存续期产品,保费合计,内蒙古分公司,非大个险,0,0,0
银邮渠道,中短存续期产品,保费合计,北京市分公司,非大个险,22045.2479,0,0
银邮渠道,中短存续期产品,保费合计,吉林省分公司,非大个险,41481.2217,-10,-10
银邮渠道,中短存续期产品,保费合计,天津市分公司,非大个险,23758.97,0,0
银邮渠道,中短存续期产品,保费合计,安徽省分公司,非大个险,37534.7706,-10,-10
银邮渠道,中短存续期产品,保费合计,山东省分公司,非大个险,32500.44471,0,0
银邮渠道,中短存续期产品,保费合计,山西省分公司,非大个险,27497.6825,0,0
银邮渠道,中短存续期产品,保费合计,江苏省分公司,非大个险,555.54389,0,0
银邮渠道,中短存续期产品,保费合计,江西省分公司,非大个险,37373.554,0,0
银邮渠道,中短存续期产品,保费合计,河北省分公司,非大个险,76605.5004,0,0
银邮渠道,中短存续期产品,保费合计,河南省分公司,非大个险,68020.9641,0,0
银邮渠道,中短存续期产品,保费合计,浙江省分公司,非大个险,66070.474,-5.78,-5.78
银邮渠道,中短存续期产品,保费合计,湖北省分公司,非大个险,78973.5265,0,0
银邮渠道,中短存续期产品,保费合计,湖南省分公司,非大个险,101988.1628,0,0
银邮渠道,中短存续期产品,保费合计,福建省分公司,非大个险,13917.8295,0,0
银邮渠道,中短存续期产品,保费合计,辽宁省分公司,非大个险,13755.979,-32.8,-32.8
银邮渠道,中短存续期产品,保费合计,黑龙江分公司,非大个险,23501.3448,0,0
银邮渠道,中短存续期产品,同比增速,上海市分公司,非大个险,-0.781574793,0,0
银邮渠道,中短存续期产品,同比增速,内蒙古分公司,非大个险,-1,0,0
银邮渠道,中短存续期产品,同比增速,北京市分公司,非大个险,-0.610078279,0,0
银邮渠道,中短存续期产品,同比增速,吉林省分公司,非大个险,-0.372959344,0,0
银邮渠道,中短存续期产品,同比增速,天津市分公司,非大个险,0.305536114,0,0
银邮渠道,中短存续期产品,同比增速,安徽省分公司,非大个险,-0.605841165,0,0
银邮渠道,中短存续期产品,同比增速,山东省分公司,非大个险,-0.738688327,0,0
银邮渠道,中短存续期产品,同比增速,山西省分公司,非大个险,-0.39510624,0,0
银邮渠道,中短存续期产品,同比增速,江苏省分公司,非大个险,-0.995727337,0,0
银邮渠道,中短存续期产品,同比增速,江西省分公司,非大个险,-0.583244892,0,0
银邮渠道,中短存续期产品,同比增速,河北省分公司,非大个险,-0.51096606,0,0
银邮渠道,中短存续期产品,同比增速,河南省分公司,非大个险,-0.647929843,0,0
银邮渠道,中短存续期产品,同比增速,浙江省分公司,非大个险,-0.222906999,-1.017865974,-1.017865974
银邮渠道,中短存续期产品,同比增速,湖北省分公司,非大个险,-0.255273244,0,0
银邮渠道,中短存续期产品,同比增速,湖南省分公司,非大个险,-0.197754137,-1,-1
银邮渠道,中短存续期产品,同比增速,福建省分公司,非大个险,-0.539022262,0,0
银邮渠道,中短存续期产品,同比增速,辽宁省分公司,非大个险,-0.664757404,15.4,15.4
银邮渠道,中短存续期产品,同比增速,黑龙江分公司,非大个险,-0.547824411,0,0
银邮渠道,短期险,保费合计,上海市分公司,非大个险,0.882,0.015,0.015
银邮渠道,短期险,保费合计,内蒙古分公司,非大个险,12.275758,0.11,0.11
银邮渠道,短期险,保费合计,北京市分公司,非大个险,11.515554,0.2282,0.2282
银邮渠道,短期险,保费合计,吉林省分公司,非大个险,18.975352,0.1054,0.1054
银邮渠道,短期险,保费合计,天津市分公司,非大个险,6.284713,0.02,0.02
银邮渠道,短期险,保费合计,安徽省分公司,非大个险,20.165606,0.8388,0.8388
银邮渠道,短期险,保费合计,山东省分公司,非大个险,35.634064,0.591336,0.591336
银邮渠道,短期险,保费合计,山西省分公司,非大个险,19.253819,0.3392,0.3392
银邮渠道,短期险,保费合计,江苏省分公司,非大个险,41.303178,0.351,0.351
